votes,user_id,review_id,stars,date,text,type,business_id
"{'funny': 0, 'useful': 0, 'cool': 0}",Y-dppYjzqvBIgnzu5accng,l2Q7hDp6Mil9L1Z9eBEHXw,5,2014-03-23,Nice hot tub,review,f206eOlap6ls5WcYKHmURA
"{'funny': 0, 'useful': 0, 'cool': 0}",bgFkse_P9ta9j3EP-CK3zQ,AYm4TFUV8N2ubqW3eRgjgg,5,2011-07-23,"Still spectacular, and worth a visit every time we come to Vegas. Exceptional at night of course with the lights. It's a great centerpiece for the whole strip and city if you ask me. Impressive.",review,oFvqnJNxHguP3iBj-jZUGA
"{'funny': 1, 'useful': 3, 'cool': 1}",jGuCy1xZnpIE0xppbfBlTg,gTORuLCk4HWTk0O73MaRIg,2,2010-08-30,"Ate here after seeing a movie with my bf and sister.

The restaurant itself is nice and big, and I liked the variety of booths and seating. The staff was friendly, but they had forgotten about us. They checked in with us only to grab our drink order, food order and to deliver the food. There were no extra check-ins to fill empty water glasses or refill chips and dip. Our waiter also failed to mention/suggest that it was happy hour.

The tortilla chips were on the salty side, which I personally don't mind. But maybe it was just the batch. The accompanying salsa and black bean dip were both pretty good.

The burrito can come traditionally dry or with a sauce, similar to enchilada-style. My sister got a braised short rib burrito with the sauce on the side. It also comes with a small mixed green salad. The burrito was pretty good.

My bf got the nachos with chicken. These were pretty good too.

I got the chile relleno. Unfortunately, I was disappointed. I was looking forward to cheesy goodness in the middle, but instead, it was filled with onions and asparagus and other vegetables.

Overall, this place is alright. I can see it being a better place to hang out and drink, especially during happy hour. I don't think I'll be coming back for dinner anytime soon.",review,Cyqav-yBpo8O7VW6c4-ohA
"{'funny': 2, 'useful': 4, 'cool': 4}",vsXP832M0kOxKpfduD7dWw,i5sreFQkk6np2gP-I7iDdQ,4,2011-06-27,"Who doesn't love throwing peanut shells on the floor? Not to mention for ""bar food"" this place takes it up a notch. Most recently, I enjoyed a green chile cheese burger which was ginormous! Already a fan of the ruben and the cheesesteak. Plenty of drink specials and TVs for watching games. On my last visit, I noticed they offer live music on weekends. Will have to keep an eye on that...",review,r8CwFUEQtL8gAT9KHnNhuw
"{'funny': 0, 'useful': 0, 'cool': 0}",25LVjlPtz7IKIYjfHWoGmQ,Ph4apwX8zpwgRYch-eohDQ,4,2006-12-11,"There were only a handful of rolls available at $10 each that are very fulfilling.  I would recommend the soft shell crab roll.  For some reason the Duck, Mango and Avocado roll made my stomach really queasy.  I didn't try the sake because it was a Monday night, but I would come back for the oyster shot!  A mixture of oyster, raw quail egg and spices it was something very unique!  I had two before my meal.  Slurrrrrp!",review,-lM-2nuo2PWM_VbG6h1g1Q
"{'funny': 0, 'useful': 0, 'cool': 1}",U8l76MT2Ej32cFKfFI24fA,AHdyYuGZSLlY4gBgc5KI7Q,4,2012-11-19,"Naked Fish's sister property~ 
I've only been here once for lunch and I will definitely be returning! Cute little place with a good selection on their lunch menu and decent prices! All lunch specials come with rice, salad, miso soup & tempura~

Lunch sashimi special $8.95 : pretty fresh & delicious! I especially loved how it was presented in a pretty basket on a bed of ice ~

Lunch miso salmon $8.95 : good quality and not overly sweet~ 

Hot tip: instead of steamed rice ask for sushi rice! Only $1 more & it's much tastier!",review,h83afVKqwBlA-zOu_vdtEw
"{'funny': 0, 'useful': 0, 'cool': 0}",57oSAPCW3eQNszqO2eNlzw,9AhsyZzduYcEl8tLAL6-oA,4,2013-12-04,"The sushi is pretty good for what my opinion is worth. I usually eat the stuff that has been either baked or cooked in some way because I'm a loser (or so I've been told by various companions of mine at sushi restaurants). As far as being Paleo friendly, I don't think you can get much better than fresh fish, kelp, and some white rice. Skip the soy sauce (contains gluten!) and the mayo-based sauces and you're golden.

It's expensive, like all other sushi restaurants, and I'm skeptical of the quality of their fish for that price like I am with all other sushi restaurants, but given that it tastes so good I'll give it the benefit of the doubt. 

The only real problem I have is that given the price of the all-you-can-eat, I feel like I have to eat at least 3 rolls to break even so I always leave there feeling like I've eaten way more than I should! 


(To clarify, I prefer wild-caught fish over farmed fish, but they make no mention on the menu or anywhere else about the sourcing of their fishes, and when I asked the waitresses didn't know. Wild-caught fish would be worth the price and I wouldn't call them too expensive. Farmed fish is not worth the price, and if that's what they use then they're too expensive.)",review,AeKTQBtPRDHLAFL9bzbUnA
"{'funny': 0, 'useful': 0, 'cool': 0}",cgFVx_MlX6cKKviYaT6JCg,U0VJTIvhRRcDxY0ryd0L0A,5,2012-06-15,"By far my favorite Resort in Vegas. The rooms are fantastic. They laid them out perfectly, and put a lot of thought and detail into them. I have stayed there probably about 5 times now and like it better than Ceasers, Encore, or any of the other 12 or so properties I have stayed in Vegas. Just book a room and enjoy yourself, stop hesitating, you know you want to.
Make sure you eat at Bouchon!!",review,5paMI5Hhciyl09yGpzdoJw
"{'funny': 2, 'useful': 5, 'cool': 3}",xGTSn8aKFDgbQKuXRhkGaQ,_6iJFjQZf5qA3wca-twZGQ,4,2011-06-18,"The little restaurant that could...can...will! Big Wong, located in the same plaza as the famous Monta and the equally famous Raku, is a breath of fresh air in Chinatown. The workers are so happy and welcoming to any customer that walks through the door, the food is prepared with bountiful ladles of love, and the prices are definitely budget-friendly. A perfect place to eat alone or with family and friends. 

The menu itself is small, with new menu items displayed on the walls. I noticed that there was only one vegetable dish: Fresh Vegetables in Oyster Sauce ($3.95), but I have a feeling if you have a hankering for something non-Oystery (?!?), they will be more than happy to whip something up for you that's not on the menu. 

I ordered one of the new menu items: the Fried Shrimp Wontons (10 for $4.95)- Large pieces of shrimp only lovingly wrapped in delicate wonton wrappers, and then deep fried to crunchy perfection. Served with a sweet & sour sauce. Delicious! I would order this again!

I also tried some of the Chicken Curry and Roti, which was yummy. The curry was spicy and full of hearty potatoes and quality chicken. The roti was both crispy and chewy, and was the perfect dipping tool for the curry. 

The atmosphere is casual. After you're done eating, you pay up front, so splitting the bill is quite easy. I'll be back!",review,MhMFi7hae_KsaK8lHcg0iQ
"{'funny': 1, 'useful': 1, 'cool': 3}",THN1gW3GtetokJZaQ_J0Tg,9_i3TMeoWvFUmOBjwJK11Q,3,2008-01-13,"Previous reviews make a lot of good points, but I disagree that the food is bland. Try the house specialties, the soups and the spring rolls. I had not been in for a few years and was pleasantly surprised on my visit last night as to how busy it was. This is good value and quality for an area of central Phoenix where good restaurants are scarce. And don't dis the desserts -- they're terrific.",review,AkOruz5CrCxUmXe1p_WoRg
"{'funny': 0, 'useful': 1, 'cool': 0}",yPgj4rr0QX6E40GowY7Oeg,Pkk2MXNheRyBVm8i3vU_Cw,2,2014-07-06,"Pretty much the worst sports book I have been to on the Strip. 1) People taking your bet act like they are not getting paid to do a job. They are extremely grumpy and rude. 2) We were there on Independence Day to bet on the World Cup games (France vs. Germany....tons of europeans there wanting to bet on the game...hello, why lose out on all that business?). They only had one station for betting open at the time and there was a line of approximately 50 people waiting hoping to bet in time for the game to start. We called and complained to the manager and then talked to him in person. He said he didn't expect there to be so many people. Ummm...it is a holiday weekend with the biggest sports event in the world. If you do not know about this, then you should not be managing the sports book. 3) The cocktail waitresses won't get you a drink unless you have a drink ticket. You get 1 ticket per $200 bet. That is just ridiculous. If you want to pay for a drink and have a waitress brink it to you, that should be an option. The waitresses are losing out on tips. That is a stupid policy. Also, I can see not giving comped drinks to people who aren't betting, but I was. Yes, it was only $100 but that ahould be enough for one comped drink or at least the option to have a cocktail waitress serve you.",review,xXAKgohFaXGdQddKbzAbYA
"{'funny': 0, 'useful': 1, 'cool': 0}",siWcEPkI4pixBlCMiWufcg,chmcgCwnyGH_MG1bKZ7F4w,2,2009-07-20,"I have been here before and had a great time,this time,not so much.We paid $200.00 for a bed by the pool,the waitress,a girl about 25 long black curly hair and NO boobs, acted like she was hasseled EVERY time we ordered a drink,even though she was getting 15%  tip added to bill automatically.There was a Pure club promoter named Katie that was one of the RUDEST people I have ever met,she is just foul,she has ALOT to learn about promotions,so my review is just barely fair,try somewhere else!!!",review,1a2BbPBVjCfMkoX6JqA4pw
"{'funny': 0, 'useful': 0, 'cool': 0}",DM8HC8_s3NxZAzNoxHiSVQ,YOozpiejz0mxIAdZayZDpQ,1,2009-05-31,"Did not stay here...just commenting about the public areas. It looks like a decent place to hang out except for the perfumy STENCH when you walk in. They pump a nauseating, sickly sweet cloying ""fragrance"" into the casino and lobby that made me and my boyfriend want to get out as quickly as we could. I want to rename this place the POLLUTEZZO!",review,5paMI5Hhciyl09yGpzdoJw
"{'funny': 1, 'useful': 2, 'cool': 1}",9-sEeFm3cPXrQNO5HHKurA,KTkkyMBzGawW6cNPViRbzA,4,2011-09-16,"Gorgeous!  Love it!  Will return!

Had an amazingly romantic time with my bf.  Room was top quality, service was excellent, and the property is so luxurious.  I didn't get a chance to do the spa thing like I normally would ( I was *ahem* busy!) but I plan to return soon to check out more that the property has to offer.

The only thing I didn't like.....no video black jack at the bar!  That's the one thing I like to do, gambling-wise.  If this is not important to you, then you will think it deserves 5 stars!",review,u9wjRhUjySkHPa_hG3kFOg
"{'funny': 0, 'useful': 0, 'cool': 0}",hZ4GxNRPjSvw14zxl816IQ,_b69jKT7cfsExW2zYU8qmQ,4,2012-03-24,"I drive by The Station everyday and have been waiting for it to open. My family & I went to dinner and it was good. I had the honey chipotle chicken with cole slaw & fries and it was very good! Kids meals are great, they offer fruit or fries and come with a drink for about $5 I think it was. My kids ate almost everything! 
The atmosphere is nice and kid friendly. We will be back !
One suggestion...a diaper changing station on the women's restroom :)",review,GzxTmQiiTRpdyPxqDOG_wg
"{'funny': 0, 'useful': 0, 'cool': 0}",269kGXvAseL5j7GpolJVew,KuKFR0mbTBso3hybxkp7Ew,4,2014-03-20,Honestly there are times when I just crave the flavorful patty of this place. On a whim I went in there and came out really happy. This place could use a touch up but the food is good,review,ESlu79Th0bWSPqtPh5rWHA
"{'funny': 0, 'useful': 0, 'cool': 0}",0z5YnYPiG3uuA_jTlx5trQ,O2yMib_LH9KdOKCV9RCwPw,4,2011-01-14,"Fun Place!  

It has a great location right on the Las Vegas Strip outside of Caesars Palace.  The decor is whimsical and inviting.  I did have the famous ""frozen hot chocolate"" and it was delicious!  The portions are huge and the prices are high so if you're on a diet or a budget I recommend sharing!  It was $50 for lunch.  We ordered 2 meals and hot chocolate for 2.  Yep, kinda of expensive but it is Vegas so I say... Go for it!  You're on Vacation!",review,Xhg93cMdemu5pAMkDoEdtQ
"{'funny': 0, 'useful': 2, 'cool': 1}",PkD2PKJbNda35nIoG3p-4g,-He31cyh26opKkZq-iDE3g,4,2012-05-03,"I've seen this place at the Santan mall a few times on my way out and noticed it had a happy hour so I took my bf for a whirl. The HH is actually really nice! The house margaritas are reasonably priced and very delicious (my mouth is watering just thinking about it) They also have XX which pleased the bf. We had a chicken quesadillas appetizer and shared the tacos al carbon. Both were super delicious, the meat was juicy and the meal was huge! I was very happy with the service we received here which was our bartender. I will definetely be back!",review,LNC-ODRh1mMRhPYQ7xxN5w
"{'funny': 0, 'useful': 4, 'cool': 0}",hCrB2HAcKpBViFmfhj_xRQ,YO_xV_uX0gXaXwabxkpYoA,3,2011-04-27,"Let me just start by saying that admission to this place costs more than the Phoenix Zoo... and it's in a mall!  Once I was able to get past that, and realized that my still under 3 year-old daughter got free admission, I really had a good time.  I had no expectations going in, but the exhibits they had were really impressive.  All I had to do was look at the expression on my daughter's face as she ran from aquarium to aquarium yelling ""Daddy, do you see that?!"" to know that it was worth the trip. The best part of the exhibit was the large tank at the end with a viewing tunnel going through it.  This gives you almost 360 degree views of everything from sharks to rays to jellyfish.  
Word to the wise, though, if you're planning on making a trip to this place, maybe call ahead and see if their are any field trips planned for the day.  We showed up at about the same time as 10 school buses did, and spent most of the day dodging 200 running, screaming elementary school kids.
Having lived in AZ for nearly 5 years now, and not getting to see a whole lot of sea life in that time, Sea Life AZ was a pretty neat experience and a place that I will definitely take my daughter to again... but only until she turns 3",review,4hmmTmWdC2d7kXhCmWZ8kg
"{'funny': 2, 'useful': 4, 'cool': 1}",kZ11FAE4NGbddxOOPeRL5g,2p_N9Db7SMMXiTN4jvsbag,2,2013-07-28,"Came here for lunch with a co-worker. They have $5.95 and $6.95 lunch special options. The lunch special comes with choice of egg drop or hot and sour soup, a salad, and an eggroll. I opted for hot and sour soup and ginger beef. 20 minutes later after placing our order, we didn't even get our soup or salad. People coming in after us were halfway through their meals. I flag down a waitress to inquire and she apologizes and walks away. The original waitress comes by and apologizes stating it was her fault because she forgot to put in THE ENTIRE ORDER. Shortly after our food comes through, hot & sour soup was the highlight. The ginger beef was bland with chewey pieces of beef. Do you think they offered anything to rectify their mistake and taking away 20 minutes of our lunch break? That would be no. The waitress tried to make fake niceties and small talk after. Bland food and careless staff.. no thank you.",review,y5BUbjBZGvf4tAk_TCSXzA
"{'funny': 3, 'useful': 3, 'cool': 4}",JffajLV-Dnn-eGYgdXDxFg,E5faejjDtfyW-hesicLDZA,4,2008-02-22,"I found this place and its tucked away in a little strip mall.  It's intimate, personable, and has a ""cheers"" atmosphere to it.  They sell wine by the glass and by the bottle, and the prices vary from reasonable to expensive. They also have a small section for wine knick knacks, like wine stoppers, etc.  Selection is limited and small, prices are okay.  They have some glassware as well, and some of it is really expensive...I saw a wine decanter for like $125!!  yikes. 

I reccomend this place for a variety of reasons. First, the staff is awesome, and are totally educated.  Its a wonderfully relaxed enviroment, and its someplace you can go by yourself too, take a date, or just meet up with people for wine or beer.  clean, nice etc.  Its a wonderfully relaxing place to spend any evening.

The down side?  Don't bother eating here.  Stick to the wine when going.  Food here, I think, is okay, and overpriced.  Its a wine bar, not a resturant.  Also, I think they lack variety in things other then wines, like glassware which you can get at Ikea or Walmart anyways.

Plus, the owner lady is always there.  She has short hair and is rather loud.  She knows her stuff tho.",review,Our6bzte5W1wlIeOu9luug
"{'funny': 1, 'useful': 1, 'cool': 3}",s8bIC_db4Wl8v-QOpv9Cqw,o664tNX8oxZ9JFg3ZXyiQg,3,2012-11-29,The driver was really nice but he had to call me a couple of times for directions to my house.,review,cJJlcnLlzut6y02o5QmhNw
"{'funny': 2, 'useful': 0, 'cool': 0}",x0QhIzlEYYIwTctwHxYewQ,ZNAwywdCleeOSJMSxP4eYg,1,2008-07-07,"Dude.  Don't waste your money.  The only thing that was really good was the salad.  So get a salad and a water if you need a snack then go somewhere else for dinner.

My friend got the caprihini (sp?) and couldn't drink it, he called it ""firewater"" lol.  

The side dishes were ok.  The beans ok, the carrots too sweet, the spinach pretty good.  The bread at the beginning was good too, round little puffs with cheese in the middle and a garlicky olive oil dipping sauce.  We did ask for more plantains, I will give them that.

But the meat.  Come on people, isn't this place supposed to specialize in meat?  One chicken dish was good, the turkey was good, and I was the only one who cared for the soy marinated steak.  The rest... blah.  the ribs... inedible hunks of bone covered in grease and fat.  are you serious?  really.  come on now.  what a waste of $40 a person!  I would much rather go to Stripburger and eat for 10 bucks or so....  Let's just say I was very disappointed...",review,A-wbnt6g19IWirBswkzsig
"{'funny': 0, 'useful': 0, 'cool': 0}",ocH1kvFf2HR9I1yIuZMVBg,T-yMmrtvl542lM8uip7kvg,5,2012-03-13,"I have stayed in many high-end hotels, some many times more pricey than the Hyatt Place in Mesa, but I have really enjoyed my three stays at this hotel.  Really great value and very nice people managing it.  The breakfast set-up is fast and efficient, too.",review,NmtZuT8p4vNk259dvozbvg
"{'funny': 1, 'useful': 2, 'cool': 1}",47Axeg0deIegNhwatMhC9A,e5TDy_pWiYH4le5UqaTUCQ,3,2011-10-17,"This review is for the new Saturday Champagne Brunch launch party. 

Glow sticks, sunglasses, whistles, beautiful people and really loud music. It was the place to be and be seen Saturday. Me? I came for the food. Completely unimpressed. 

Lemon-Ricotta Waffles- They had a very sour taste that could have come from the cheese/yogurt or the lemons. It certainly was off and everyone at the table agreed. 

Pancakes with a Fruit Compote- The consistency of the flapjack was light, fluffy, yet tasteless. The fruit was dull and lacked sweetness. 

Brick oven Margherita Pizza- This was the saving grace. 2 feet long and packed with warmth from the herbs and lightly sauced and cheesed. We devoured it. 

Crispy Garlic Fries- It was the perfect fry. The only item besides the pizza we enjoyed. 

It's too loud to eat let alone have a conversation. The energy and crowd was that of a Vegas nightclub at 2am. Girls in short dresses dancing on tables and guys in sunglasses and chucks standing against the walls. FYI- ladies watch your purse. In fact, bring a clutch. While I was taking a picture we had two bottles of Voss and sunglasses taken from our table. Ugh. 

It's for the young party rockers! That's what they are going for and it works. DJ Vice let us have it with his sick beats! I'm not gonna lie. I spent half the time dancing and all of the time spinning out on Sugar Free Red Bulls and Belvedere. A good time was had, but will I be back for the brunch party? HELL NO. This just isn't my scene.",review,5GKbGn9-fAgQ0njSh3OJ8A
"{'funny': 0, 'useful': 1, 'cool': 0}",hNYkjfXp7FQOl10PVFGApA,HoczFLle8WEK_1O8OanrjA,5,2010-07-05,"We walked around the nice restaurant area in MGM Grand and out of them all, this one seemed the most reasonably priced. And it looked a little empty. . . .which was a little concerning but it turned out to be great! It may be because, as the server informed us, they had just did a 180 change on their menu just a couple days ago. (The menu online as of now doesn't reflect the menu we had just 2 days ago)

To start, we had a fried ball of cheese and some other goodness. Difficult to describe. . . but it was amazing! I'm sure if you want to order it you can probably just describe to them that you want a fried ball that has alfredo sauce in the middle. We imagined it to be tiny, but the portion was pretty large. 

For entrees, we had short ribs ravioli which was interesting and delicious. We were expecting about 5 or 6 raviolis, but nope, they gave a plate full and each was stuffed with lots of meat. Yum! And we also ordered the risotto with sea scallops. The risotto was cooked just right, not overly buttery or oily, and was flavorful and not too hard. 

I'd definitely recommend! :) Total bill for appetizer, 2 entrees, and 1 soft drink after tax and tip was around $75.",review,5FLRsYrT6w2VSDvQDhphXg
"{'funny': 0, 'useful': 0, 'cool': 0}",26wW6FNWdmC23Vz-sjy9Dw,JNmM7TcYOO9RTtPAVAR6Qw,5,2013-12-25,"Love this location it is very busy though.  Well I guess all QTs are.  I wonder why they don't just build an extra island of pumps when they build.  I also wonder why they don't add extra registers.  Overall this location is clean and convenient. I love the many choices of drinks and ice,  There is something for everyones type of munchies.  They also have this area in the back where they make smoothies or concrete mixers.  I have not yet tried anything from the back of the store.  Oh this location does have a little sitting area if you have a minute to just sit I guess. I do like that you can drive behind the store to exit north or south.",review,YamA4kKz2ks9p-8HvHGrXg
"{'funny': 1, 'useful': 0, 'cool': 0}",pVrpLbx3KIMxM2nfILx1Tw,sCYbGM99ieB_aP1j-poQjQ,5,2014-02-17,My favorite Mexican place in Scottsdale. Never disliked my food or had poor service.,review,fF6m3qsD5blnwuZRuYhzWg
"{'funny': 0, 'useful': 0, 'cool': 0}",QjfXi1LblDZ41qMQOD18Kw,h4eMq0RZJxGalZgsCM8jLA,5,2014-04-11,"So you think those knives you got your spouse for Christmas three years ago are still awesome huh? But why can't you cut a freakin tomato without making squishy sauce... because those awesome knives are no longer awesome. They're dull, guaranteed. Do yourself a favour and get those bad boys sharpened up! It's way cheaper than buying new ones and so much easier.

Pro edge rolls up to your house in their truck and for $60, ten of your knives are brand new again! In like 15 minutes!!

No reviews here since 2010?! Well the previous reviews still stand true, Pro Edge is awesome.",review,xC0ExH8FeJpS0cIZPVMyTA
"{'funny': 1, 'useful': 3, 'cool': 0}",aVQbGeZVdm2kQbXcd14fqA,6OktVf0nbMhCEaj-dhmVUw,2,2012-08-12,"I went last Saturday for the first time while celebrating a friend's birthday, and it was an all-around lousy experience.  First of all, I find the whole ""velvet rope"" thing incredibly tacky, pretentious, childish, etc.  It's one thing to be ""at capacity"" and another entirely to treat potential customers as if they were in a cattle call.  One member of our group, a male, was let in immediately because he knew the door man.  The rest of us stood in line for 30-some minutes. Setting aside how very rude it was for that ""friend"" of the birthday girl to ditch her like that rather than insisting she be admitted with him, it was clear that the door man was lying through his teeth about the place being full.  When I called him on it, he said, ""I can only let girls in now--we have too many guys inside.""  Wait, what?
It was not as if we were dressed inappropriately for a night club--we'd just come the rooftop at the W, for pete's sake (another place I've no intention of frequenting by choice)  To add insult to injury, my boyfriend and I were DYING to go to use a restroom.  Of course, two minutes after we stepped out of line to see if we could find one, the rest of our group got in.  No way in hell was I going to stand in that line all over again, but the dick at the door couldn't have cared less.  Luckily, the folks waiting at the front (who had been behind us earlier) took pity and let us get in front of them. Eventually the door guy got tired of hearing me say, ""Look, you already let our party in"" and let us in.
Once inside, I thought, ""Jesus, what do all of these people see in this place?""  Whoever designed the space has clearly confused gaudy for classy--ironically--given the name of the joint, everything looked really cheap, and the employees' dress didn't match the image I believe the Mint aspires to.  Oh, and I forgot to mention that we had to pay ten bucks just to get in.  And after all of that crap, we had to leave five minutes later because one of our friends felt ill. (No wonder)  
In sum, I'd say The Mint epitomizes everything about Snottsdale that people rightly mock.  If your sense of self depends on being cool enough to get past a velvet rope, then you'll be in good company at this place.",review,D9EW-5pB-FvG06IfMJZquA
"{'funny': 0, 'useful': 0, 'cool': 0}",ZNIxRh-iCCynnUk5PFHJnw,TAol2zDz9M0tsjtZegiS6g,4,2013-01-05,"Most of the coins one inserts in Vegas is usually in a slot machine. (well at least in the past that is) I thought the concept of having a video game bar is quite a novel concept. This place was really packed when we arrived here at approximately 9:15pm. In fact, we just got their $3 Jameson shot specials. 

Around the perimeter of this bar, you can find classic arcade games such as Pac-Man, Mortal Kombat, Street Fighter, Tron, etc. At the rectangular bar area, the flat screen TV's are linked to specific gaming consoles that you can play. I've never really tried drunk gaming, but it seems to mesh well. I am not sure you are going to meet that special somewhere playing video games, but hey you never know.",review,9s8J5SQaZYXzDnAmgXCQBQ
"{'funny': 0, 'useful': 0, 'cool': 0}",8gCyNIHAJtIXLzJgLluuFQ,ONICJfVRUHk_1nBRaphmHw,4,2013-09-28,"I have lived in AZ for the last 7 years and have tried numerous Vietnamese restaurants but all of which fall short when compared to Da Vang. I mean don't get me wrong the place could use a little renovations and customer service can be improved but once you indulge in their delicious soups, rice dishes, and sandwiches you will be hooked for life. I love this place and I recommend it to everyone",review,Zy2vca7i9QFGRKa4m0C__A
"{'funny': 0, 'useful': 0, 'cool': 0}",0PMnL6q6z8a8276xoimZww,reayi7G7gHM8tEGkudOSlw,4,2013-06-20,"Food: 

Their bread is fantastic! They've got free samples and plenty of choices of bread, and it's all fresh.

Sandwiches, both cold and hot, have the perfect balance between bread and middle ingredients.

Service:

Every time I've been there, the service has been extremely helpful and friendly. Perfect!

The Restaurant Itself:

The restaurant is air-conditioned and comfortable inside. The decor is low-key without feeling cheap or tacky. There are about five inside tables and two outside tables.

Why Not Five Stars?

In terms of value, I feel like I get what I am paying for. I would prefer $6 sandwiches, but that may not be possible while maintaining a decent profit margin, so they don't lose the star there.

The breads rotate frequently enough, but the sandwich group is pretty small and does not change very often. 

I don't care at all about the overpriced specialty products being sold as ""Gourmet Grocery."" I would prefer that space be devoted to seating or even an ice cream novelty freezer.

This is a solid choice of restaurant. If they ever devote more attention to that part of their business, I'll happily give them five stars.",review,eOKOOh1qie10HmdtLErp0Q
"{'funny': 0, 'useful': 0, 'cool': 0}",wZ2AaoY2EJNKH4aMdnauhg,6Un2sbLhKe20N5KZpq75Hg,4,2009-03-14,"Hotel is a little dated, but the location is hard to beat.  Good pool and they have some interesting cocktails in the lobby bar.  The cucumber margarita made with CRUZ Tequila is amazina and I don't even like cucumbers.",review,I5ypI3aYbbTL8dAjnI3PDw
"{'funny': 2, 'useful': 3, 'cool': 2}",mlLyoKO5qQ_vRE_BYvWspw,YQsjTOMJpeOHIuyCNTttkA,5,2013-06-17,"Took my car there in the morning and spoke with Jeff (owner).
Told him my brakes sounded funny and might need replacing. 
Left car and went to work.  Jeff called and told me brakes were fine and had plenty of life left. I asked if they repaired tires as I had a slow leak on one of them.  He took car to Discount tire and had them fix tire.
They went above and beyond on not trying to sell me something I didn't need, plus took my car to get something fixed they did work on.
AWESOME!!!!",review,Q9pYlR8ckKpbLe1fn8apGg
"{'funny': 0, 'useful': 0, 'cool': 0}",3dqJe7F1IF7kqJk9OqPBPQ,-s-bCFhME4Jzpf-UVUBy8w,4,2013-04-08,"Chicken and waffles.  Best hangover food you can imagine.  WIne list could use a little upgrading, but Im still a huge fan",review,xfwRO04KbAPw_zRotCfWQQ
"{'funny': 0, 'useful': 0, 'cool': 0}",pMQ5pfDG8HtGeQi1L9rIFA,iizQchQnsYJTL2JrKdJk1w,5,2014-03-16,A wonderful place to worship that is open and loving. They have awesome child care and the kids enjoy it a lot!!,review,Xq7V8R_g5mFiuI0pzgiU6g
"{'funny': 0, 'useful': 0, 'cool': 0}",a1BubBSy5yyAkPUzJR47dw,WOUg1BNSXfn3DIYqRhrzXw,5,2013-12-25,Great nail salon in downtown. I stopped in for a pedicure with no appointment and they were able to take me right away. Overall the staff was friendly and knowledgable.,review,QpBLc7DHTJ9lDekvDTTB9w
"{'funny': 1, 'useful': 5, 'cool': 1}",A1I8p76ZE82tU9irhpdpUg,bH5n-ukVb9OxBBMlf29ziQ,5,2012-12-19,"This has been one of my favorite Nail Spa for the past year! Consistency , great friendly service are just few of the things that make me come back over and over again. Hue is my favorite person here, I don't think I could let anybody else touch my nails. She always has great ideas for new designs and she's super talented and friendly! Go see her for all your pedicure and manicure needs! 
You can also enjoy a great massage while you're here from their certified masseur John , either to relax or help you loose few inches with a great Parafango Treatment :)",review,jAI4gJ8Ry281z9lzTgCsBw
"{'funny': 19, 'useful': 23, 'cool': 22}",NvDR3SPVPXrDB_dbKuGoWA,ShM0A8dVUycdS4FuaUnypg,5,2014-02-11,"I've been going to Casa Filipina for about four years and have always been pleased with the food. I've tried a variety of dishes like the Crispy Pata, Adobo, Caldereta, Menudo, Pancit, Chicken Inasal, etc.  They have Karaoke on Friday nights and a small three piece band plays on the weekend. They tried to get me to sing Karaoke but it takes more than a couple of bottles of liquid courage to get me singing.

My favorite dish is the Menudo. This is made with pork, carrots and potatoes served in a sauce. This dish has a similar look to the American Beef Stew dish. In addition, they serve this meal with rice and Pancit Bihon. The best way to eat this dish is to dump the menudo on top of the rice. I always say ""Masarap, Busog na ako"" after eating this meal. Did I mentioned that they give you plenty of food? They give you more rice if you run out of it, but I have never had that problem.

They also run a bakeshop that has all of the traditional Filipino sweets. My asawa especially enjoys the Halo Halo. And she always loads up on the sweets to take home for future consumption.

The Husband and wife team that own Casa Filipina do a great job and keep the prices fair. So check out Casa Filipina, you're taste buds will thank you.",review,iJPG0GPcIirjOMlmzZWxBQ
"{'funny': 0, 'useful': 1, 'cool': 0}",8e3Lo5U0i-ckBXLMntsy6w,21nTBR1pPQPfJxmFS9tAMQ,5,2010-01-20,"I stopped by at the recommendation of a friend and found the staff friendly, helpful, and expeditious. The coffee I had was just the right mix of strong, and not too sweet.  Their pastries were exceptionally tasty.  They are apparently done by a company called 'Wicked', and Slade Grove (The Owner apparently) was there, and was also exceptionally friendly, and mentioned a Peanut Butter Pudding he was working on.  I am going to have to go back there and try that some time.",review,St3jS0PnF1lulH1ggA4Jgw
"{'funny': 0, 'useful': 1, 'cool': 0}",rDU1Jj56F2ANqGVNJ8pctg,5InKjenDIWT1yvv_-wDJ1w,1,2012-08-24,"I love Copenhagen furniture. I love the style. We looked high and low for the perfect sectional for our family room and Copenhagen had the only stylish one we could find. We loved the built in recliners and cup holders. We had good service during the ordering process, but they told us it would take four or five months and it took like 9 months. We kept having to call and check on it, too--they never called us first.

Then, when we finally got it -- it kept breaking! In the year that we've had it, it's never been fully operational. The furniture repair shop that they use can't get the parts from Italy, it takes months to get the parts, then once they get them the furniture repair company can't get us on the schedule for months. 

We are not hard on furniture. We don't have little kids jumping on it. It's for sitting on and watching TV. A sofa should be able to do that without being broken.",review,BQo4c13UVSsLGwOwOvBmew
